OBJECTID,SiteID,SiteName1,SiteName2,Region,SubRegion,Datum,Latitude,Longitude,SurveyYear,DateStart,DateFin,SpeciesID,NestPairs,Individuals,Eggs,LiveYoung,EmptyNests,Technique,ColSize,DataRef,ObserverID,LocDesc,GeorefPt,GazetteName,CorrespLoc,DataEntryPers,DateEntered,Notes
1140,GI-810,Flower Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.44888889,-123.2791667,1978, , ,GWGU,1,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"West of Cadboro Point near shore, northwest of Jemmy Jones Island",,Yes,More than,williamsr,2008-05-29,
1141,GI-810,Flower Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.44888889,-123.2791667,1987,5/Jun/87,23/Jun/87,BLOY,1,,,,,Total count,0,16,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Cadboro Point near shore, northwest of Jemmy Jones Island",,Yes,More than,williamsr,2008-05-29,
1142,GI-820,Jemmy Jones Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.44444444,-123.2727778,1987,5/Jun/87,23/Jun/87,BLOY,1,,,,,Total count,0,16,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Baynes Channel, southwest of Cadboro Point, southeast of Cadboro Bay",,Yes,Complete,williamsr,2008-05-29,
1143,GI-820,Jemmy Jones Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.44444444,-123.2727778,2005,14/Jun/05,14/Jun/05,BLOY,0,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"In Baynes Channel, southwest of Cadboro Point, southeast of Cadboro Bay",,Yes,Complete,williamsr,2008-05-29,
1144,GI-825,Chatham Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.4375,-123.2486111,2005,14/Jun/05,14/Jun/05,BLOY,2,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"South of Cadboro Point, north of Discovery Island",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Chatham Island and Rock'
1145,GI-830,Discovery Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42555556,-123.2375,1987, , ,PIGU,,0,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Oak Bay and Chain Islets, south of Chatham Islands",,Yes,Complete,williamsr,2008-05-29,
1146,GI-840,Fiddle Reef,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42944444,-123.2838889,1978, , ,PECO,26,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"In Baynes Channel, east of Oak Bay, south of Cadboro Bay",,Yes,Complete,williamsr,2008-05-29,
1147,GI-850,Mary Tod Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.4275,-123.2986111,1986, , ,GWGU,1,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Oak Bay, just northeast of Turkey Head and the Oak Bay Marina",,Yes,Complete,williamsr,2008-05-29,
1148,GI-850,Mary Tod Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.4275,-123.2986111,1987,5/Jun/87,23/Jun/87,BLOY,1,,,,,Total count,0,16,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"In Oak Bay, just northeast of Turkey Head and the Oak Bay Marina",,Yes,Complete,williamsr,2008-05-29,
1149,GI-850,Mary Tod Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.4275,-123.2986111,2005,14/Jun/05,14/Jun/05,BLOY,1,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"In Oak Bay, just northeast of Turkey Head and the Oak Bay Marina",,Yes,Complete,williamsr,2008-05-29,
1150,GI-860,Emily Islet,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42694444,-123.2933333,1978,15/Apr/78,31/Jul/78,BLOY,1,,,,,Total count,0,11,Royal British Columbia Provincial Museum,Oak Bay east of Mary Tod Island,,Yes,Complete,williamsr,2008-05-29,
1151,GI-860,Emily Islet,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42694444,-123.2933333,1978, , ,PIGU,,2,,,,Total Count,0,11,Royal British Columbia Provincial Museum,Oak Bay east of Mary Tod Island,,Yes,Complete,williamsr,2008-05-29,
1152,GI-870,Lewis Reef,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42527778,-123.2797222,1987, , ,PECO,0,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Oak Bay, northwest of Great Chain Island, on the east side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1153,GI-870,Lewis Reef,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42527778,-123.2797222,2000, , ,PECO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,"East of Oak Bay, northwest of Great Chain Island, on the east side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1154,GI-880,Harris Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42305556,-123.2897222,1979,15/Apr/79,31/Jul/79,BLOY,1,,,,,Total count,0,11,Royal British Columbia Provincial Museum,"East of Turkey Head at the south end of Oak Bay, on the west side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1155,GI-880,Harris Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42305556,-123.2897222,1986, , ,GWGU,22,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Turkey Head at the south end of Oak Bay, on the west side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1156,GI-880,Harris Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42305556,-123.2897222,1987, , ,PECO,0,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Turkey Head at the south end of Oak Bay, on the west side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1157,GI-880,Harris Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42305556,-123.2897222,1987, , ,PIGU,,9,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Turkey Head at the south end of Oak Bay, on the west side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1158,GI-880,Harris Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42305556,-123.2897222,2000, , ,PECO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,"East of Turkey Head at the south end of Oak Bay, on the west side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1159,GI-880,Harris Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42305556,-123.2897222,2005,14/Jun/05,14/Jun/05,BLOY,1,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"East of Turkey Head at the south end of Oak Bay, on the west side of Mayor Channel",,Yes,Complete,williamsr,2008-05-29,
1160,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1986, , ,GWGU,2432,,,,,Total Count,0,14,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1161,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1987,5/Jun/87,23/Jun/87,BLOY,4,,,,,Total count,0,16,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1162,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1987, , ,DCCO,510,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1163,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1987, , ,PECO,248,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1164,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1987, , ,PIGU,,74,,,,Total Count,0,15,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1165,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1990, , ,DCCO,686,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1166,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1990, , ,PECO,204,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1167,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1993, , ,DCCO,339,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1168,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1993, , ,PECO,41,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1169,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1994, , ,DCCO,444,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1170,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1994, , ,PECO,51,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1171,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1995, , ,DCCO,432,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1172,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1995, , ,PECO,30,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1173,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1998, , ,DCCO,300,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1174,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1998, , ,PECO,20,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1175,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1999, , ,DCCO,100,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1176,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,1999, , ,PECO,7,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1177,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,2000, , ,DCCO,95,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1178,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,2000, , ,PECO,41,,,,,Total Count,0,19,British Columbia Ministry of Environment,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1179,GI-890,Chain Islets/Great Chain Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42055556,-123.2752778,2005,14/Jun/05,14/Jun/05,BLOY,4,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"West of Discovery Island, east of Oak Bay, between Mayor Channel and Hecate Passage",(Great Chain Island),Yes,More than,williamsr,2008-05-29,
1180,GI-900,Trial Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.39722222,-123.3055556,1978,15/Apr/78,31/Jul/78,BLOY,2,,,,,Total count,0,11,Royal British Columbia Provincial Museum,"South of McMicking Point, south of Oak Bay, at the eastern end of Juan de Fuca Strait",,Yes,Complete,williamsr,2008-05-29,
1181,GI-900,Trial Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.39722222,-123.3055556,1978, , ,GWGU,2,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"South of McMicking Point, south of Oak Bay, at the eastern end of Juan de Fuca Strait",,Yes,Complete,williamsr,2008-05-29,
1182,GI-900,Trial Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.39722222,-123.3055556,1987, , ,PECO,0,,,,,Total Count,0,17,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"South of McMicking Point, south of Oak Bay, at the eastern end of Juan de Fuca Strait",,Yes,Complete,williamsr,2008-05-29,
1183,GI-900,Trial Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.39722222,-123.3055556,2000, , ,PECO,0,,,,,Total Count,0,19,British Columbia Ministry of Environment,"South of McMicking Point, south of Oak Bay, at the eastern end of Juan de Fuca Strait",,Yes,Complete,williamsr,2008-05-29,
1184,GI-900,Trial Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.39722222,-123.3055556,2005,14/Jun/05,14/Jun/05,BLOY,0,,0,0,,Total count,0,52,Parks Canada - Gulf Islands National Park,"South of McMicking Point, south of Oak Bay, at the eastern end of Juan de Fuca Strait",,Yes,Complete,williamsr,2008-05-29,
1185,GI-910,Harrison Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.41777778,-123.4022222,1980, , ,GWGU,1,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Between McLoughlin Point and Macaulay Point on the southern shore of Esquimalt, west of the entrance to Victoria Harbour",,Yes,Complete,williamsr,2008-05-29,
1186,GI-920,Colvile Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42694444,-123.3883333,1962, , ,GWGU,0,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Along the north shore of Victoria Harbour south of Coffin Island Point, east of West Bay",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Colville Island'
1187,GI-920,Colvile Island,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42694444,-123.3883333,1962, , ,PIGU,,0,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Along the north shore of Victoria Harbour south of Coffin Island Point, east of West Bay",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Colville Island'
1188,GI-930,Victoria,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.425,-123.3694444,1986, , ,GWGU,110,,,,,Total Count,0,"14,18",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Greater Victoria, including the City of Victoria, the Township of Esquimalt, the Town of View Royal, and the District Municipalities of Oak Bay and southern Saanich, including all urban habitats along the shoreline and buildings away from the shore, except for the port and breakwater at Ogden Point which we have designated a separate colony",(east shore of Inner Harbour),Yes,Complete,williamsr,2008-05-29,
1189,GI-940,Brothers Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42527778,-123.4341667,1981,15/Apr/81,31/Jul/81,BLOY,2,,,,,Total count,0,11,Royal British Columbia Provincial Museum,"Off the southwest shore of Esquimalt, southwest of Signal Hill, west of Saxe Point",,Yes,Complete,williamsr,2008-05-29,
1190,GI-940,Brothers Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42527778,-123.4341667,1981, , ,GWGU,143,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Off the southwest shore of Esquimalt, southwest of Signal Hill, west of Saxe Point",,Yes,Complete,williamsr,2008-05-29,
1191,GI-940,Brothers Islands,,Vancouver Island,Gulf Islands - Southern Strait of Georgia,NAD83,48.42527778,-123.4341667,1981, , ,PECO,7,,,,,Total Count,0,11,Royal British Columbia Provincial Museum,"Off the southwest shore of Esquimalt, southwest of Signal Hill, west of Saxe Point",,Yes,Complete,williamsr,2008-05-29,
1192,MC-010,Zayas Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.60833333,-131.075,1976, , ,GWGU,1,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"Northwest of Dundas Island, south of the Alaska border",,Yes,Complete,williamsr,2008-05-29,
1193,MC-010,Zayas Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.60833333,-131.075,1976, , ,PIGU,,3,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"Northwest of Dundas Island, south of the Alaska border",,Yes,Complete,williamsr,2008-05-29,
1194,MC-020,"""Dundas"" Rocks",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.53666667,-130.9791667,1976, , ,GWGU,7,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"Mid?west side of Dundas Island, about 8.4 km north of the northern tip of Prince Leboo Island",,No,None,williamsr,2008-05-29,
1195,MC-030,Grey Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.58027778,-130.6972222,1988,17/Jun/88,17/Jun/88,BLOY,2,,5,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Dundas Island, north of Green Island",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Grey Island'
1196,MC-030,Grey Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.58027778,-130.6972222,1988, , ,GWGU,108,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Dundas Island, north of Green Island",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Grey Island'
1197,MC-030,Grey Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.58027778,-130.6972222,1988, , ,PIGU,,2,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"East of Dundas Island, north of Green Island",,Yes,Complete,williamsr,2008-05-29,SiteName1 - Source Document 'Grey Island'
1198,MC-040,Green Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.56861111,-130.7077778,1988,17/Jun/88,17/Jun/88,BLOY,2,,4,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,East of Dundas Island on the west side of Oriflamme Passage,,Yes,Complete,williamsr,2008-05-29,
1199,MC-040,Green Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.56861111,-130.7077778,1988, , ,GWGU,248,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,East of Dundas Island on the west side of Oriflamme Passage,,Yes,Complete,williamsr,2008-05-29,
1200,MC-040,Green Island,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.56861111,-130.7077778,1988, , ,PIGU,,35,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,East of Dundas Island on the west side of Oriflamme Passage,,Yes,Complete,williamsr,2008-05-29,
1201,MC-050,"""Prince Leboo"" Rocks",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.47083333,-130.9930556,1976, , ,GWGU,59,,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,North of Prince Leboo Island off the southwest tip of Dundas Island,(west rock),No,None,williamsr,2008-05-29,
1202,MC-060,Chearnley Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.441389,-130.986111,1976,15/Apr/76,31/Jul/76,BLOY,1,,,,,Total count,0,"7,11",Royal British Columbia Provincial Museum,South of Prince Leboo Island at the southwest tip of Dundas Island,,Yes,Complete,williamsr,2008-05-29,
1203,MC-060,Chearnley Islet,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.441389,-130.986111,1976, , ,PIGU,,6,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,South of Prince Leboo Island at the southwest tip of Dundas Island,,Yes,Complete,williamsr,2008-05-29,
1204,MC-070,"""Baron"" Cliffs",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.45111111,-130.8613889,1987, , ,PIGU,,55,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the north ends of two, densely-forested islets with elevations of 62 m and 70 m off the southwest end of Baron Island","(northern islet; southern islet is 54.439167, -130.898611",No,None,williamsr,2008-05-29,
1205,MC-080,Connel Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.405,-130.9208333,1987,18/May/87,18/May/87,BLOY,1,,1,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,South of Dundas Island at the west entrance to Hudson Bay Passage,,Yes,Complete,williamsr,2008-05-29,
1206,MC-080,Connel Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.405,-130.9208333,1987, , ,GWGU,0,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,South of Dundas Island at the west entrance to Hudson Bay Passage,,Yes,Complete,williamsr,2008-05-29,
1207,MC-080,Connel Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.405,-130.9208333,1987, , ,PIGU,,12,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,South of Dundas Island at the west entrance to Hudson Bay Passage,,Yes,Complete,williamsr,2008-05-29,
1208,MC-080,Connel Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.405,-130.9208333,1987, , ,RHAU,0,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,South of Dundas Island at the west entrance to Hudson Bay Passage,,Yes,Complete,williamsr,2008-05-29,
1209,MC-090,"""Simpson"" Rocks",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.35,-130.7836111,1988,20/Jun/88,20/Jun/88,BLOY,1,,0,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just north of Simpson Rock off the southwest corner of Melville Island,,No,None,williamsr,2008-05-29,
1210,MC-090,"""Simpson"" Rocks",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.35,-130.7836111,1988, , ,GWGU,178,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just north of Simpson Rock off the southwest corner of Melville Island,,No,None,williamsr,2008-05-29,
1211,MC-090,"""Simpson"" Rocks",,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.35,-130.7836111,1988, , ,PIGU,,25,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,Just north of Simpson Rock off the southwest corner of Melville Island,,No,None,williamsr,2008-05-29,
1212,MC-100,Lucy Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.29444444,-130.6138889,1983, , ,PIGU,,197,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Prince Rupert in central Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1213,MC-100,Lucy Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.29444444,-130.6138889,1983, , ,RHAU,25300,,,,,Transects,9.53,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Prince Rupert in central Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1214,MC-100,Lucy Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.29444444,-130.6138889,1984, , ,GWGU,52,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Prince Rupert in central Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1215,MC-100,Lucy Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.29444444,-130.6138889,1988,19/Jun/88,19/Jun/88,BLOY,4,,0,0,,Total count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Prince Rupert in central Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1216,MC-100,Lucy Islands,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.29444444,-130.6138889,1988, , ,GWGU,59,,,,,Total Count,0,7,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Prince Rupert in central Chatham Sound,,Yes,Complete,williamsr,2008-05-29,
1217,MC-105,Prince Rupert,,Northern Mainland Coast, Northern Mainland Coast � East Side of Hecate Strait,NAD83,54.2975,-130.3538889,1976, , ,PIGU,,3,,,,Total Count,0,"7,11",Royal British Columbia Provincial Museum,"At the ferry dock located south of Pillsbury Point, southwest of the city centre",(ferry dock),Yes,Complete,williamsr,2008-05-29,
