lngLocationID,strColonyCode,strColonyName,strColonyType,strCounty,strState,strCountry,strPFSubregion,strJurisdiction,strDescription,strLME,strUSFWSRefuge,dblLatitude,dblLongitude,dblDistanceToShore
2241,270-009.1,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Cliffs in broad cove east of Shell Island below viewpoint.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.31278712,-124.3962935,0
2242,270-009,Shell Island,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Tallest island (50') in Simpson Reef system.  Large fan-shaped beach of broken shells adjoining rock on east side.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.31335891,-124.4016275,417.2301476
2243,270-008.3,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Tall rock NNW of Shell Island.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.3169024,-124.4033462,725.8462795
2244,270-008.2,"""Shore Acres""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  South side of cove at Shore Acres Botanical Gardens.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.322483,-124.3884987,0
2245,270-008.4,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Cliffs just north of Shore Acres Observatory.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.3246,-124.3878571,0
2246,270-008.1,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,State,Mainland colony.  Bluffs just west of 270-008.,California Current,,43.33057739,-124.3837604,0
2247,270-008,"""OIMB Cormorant Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,40' high rock connected to mainland at low tide.  Grass and small conifers on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.33096693,-124.3819774,31.55907947
2248,270-007,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,State,Mainland colony.  Cliffs just north of Norton Gulch.,California Current,,43.33116134,-124.378986,0
2249,270-006.1,"""Sunset Bay North""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony.  Cliffs northwest of entrance to Sunset Bay.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.33627828,-124.3761645,0
2250,270-006,Qochyax Island,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Joined to mainland at low tide.  Top is forested.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.33787796,-124.3778541,116.6928441
2251,270-003,"""Charleston Bridge""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Includes bridge structure and nearby aids to navigation.,California Current,,43.33876619,-124.321429,2287.999755
2252,270-004.2,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Mainland colony. Trees on mainland just north of the east end of footbridge leading to Chief's Island.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.33986622,-124.3743506,0
2253,270-004,Chiefs Island,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,"Fingerlike island, including section at west end separated by surge channel.  Supports USCG lighthouse; connected to mainland by footbridge.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.3412211,-124.3755538,32.27683093
2254,270-004C,"""Gregory Point Complex""",Colony Complex,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,COMPLEX includes 270-004 through 270-006.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.3425,-124.3769444,39.54540205
2255,270-005,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Group of four rocks immediately south of 270-004.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.34268417,-124.3783698,143.8511875
2256,270-004.1,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Two barren rocks WNW of 270-004.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.34527762,-124.3776211,114.727306
2257,270-003.1,Charleston Trees (ODFW),Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Trees near boat harbor by ODFW office.,California Current,,43.346937,-124.32905,1358.045567
2258,270-002,Coos Head,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,BLM,Mainland colony.  Includes cliffs and rocks at Coos Head.,California Current,,43.34984581,-124.3362198,0
2259,270-000.11,DCCO_GREG Coos River Colony,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Birds nesting in trees on the north side of Coos River 5 km east of Coos Bay.,California Current,,43.369438,-124.151072,12982.71092
2261,270-001,Sitka Dock,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,"Includes pilings and dock structures at Sitka Dock, Coos Bay.",California Current,,43.37693119,-124.296964,0
2262,270-000.12,Abandoned Dock,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Remnant dock just offshore from North Bend Boardwalk at the east end of Virginia Avenue,California Current,,43.406959,-124.22032,0
2264,270-000.55,North Bend Trees,Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,Colony at southeast point of land end near McCullough Bridge at Ferry Road Park,California Current,,43.42083,-124.2189,5762.667978
2266,270-000.5,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,,"Includes large power line towers and dolphins adjacent to McCullough Memorial Bridge, North Bend.",California Current,,43.42610557,-124.2221093,5307.432338
2267,270-000.4,"""Unnamed Colony""",Colony,Coos County,Oregon,United States,Southern Oregon and Northern California,State,Mainland colony.  Includes tall conifers on south bank of Haynes Inlet at SW end of Conde B. McCullough State Wayside.,California Current,,43.44177601,-124.2167692,0
2275,270-000.6,"""Winchester Fishing Pier""",Colony,Lane County,Oregon,United States,Central Oregon,,Public-access fishing pier west of Windy Cove Park along Umpqua River in Winchester.  Heavy public use area.  Pier is within public beach and swimming area.,California Current,,43.67504816,-124.1916773,1049.417922
2276,270-000.7,"""Winchester Abandoned Tuna Pier""",Colony,Lane County,Oregon,United States,Central Oregon,,Abandoned pier and nearby abandoned blue crab bait shack on small floating dock.,California Current,,43.67978665,-124.1770049,0
2277,270-000.13,Abandoned Deteriorating Dock,Colony,Douglas County,Oregon,United States,Central Oregon,,"Old abandoned and deteriorating dock just offshore East Basin, Salmon Harbor",California Current,,43.680168,-124.177779,0
2278,270-000.8,"""Winchester Coast Guard Boathouse""",Colony,Lane County,Oregon,United States,Central Oregon,,Coast Guard boathouse in Winchester Bay marina.,California Current,,43.68076086,-124.1790556,1883.666581
2279,270-000.3,"""Unnamed Colony""",Colony,Douglas County,Oregon,United States,Central Oregon,,Mainland colony.  Conifer trees on south bank of Umpqua River just downstream from Jerden Cove.,California Current,,43.69213207,-124.1675155,0
2281,270-000.2,Bolon Island,Colony,Douglas County,Oregon,United States,Central Oregon,State,Mainland colony.  Trees within Bolon Island Tideways State Wayside bordering the Umpqua River west of Highway 101 bridge.,California Current,,43.71153084,-124.1024505,0
2294,270-000.1,"""Siuslaw River Trees""",Colony,Lane County,Oregon,United States,Central Oregon,,"Mainland colony.  Trees at east end of mudflat on south side of Siuslaw River, just east of the Highway 101 bridge.",California Current,,43.96494947,-124.0958783,0
2295,270-000.14,DCCO Colony Siuslaw River,Colony,Lane County,Oregon,United States,Central Oregon,,Birds nesting in trees on the south side of Siuslaw River 4 km east of Florence.,California Current,,43.980679,-124.051918,7029.569738
2298,270-000.9,"""Florence Coast Guard Boathouse""",Colony,Lane County,Oregon,United States,Central Oregon,,Coast Guard boathouse along Siuslaw river downriver from Florence plus piling structures and docks near boathouse.,California Current,,44.00209816,-124.1232143,0
2302,243-035C,"""Cox Rock Complex""",Colony Complex,Lane County,Oregon,United States,Central Oregon,USFWS,COMPLEX includes 243-035 and 243-036.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.1106969,-124.1265,62.47868159
2303,243-035,Cox Rock,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,100' high rock with sparse vegetation.  Very close to mainland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.11094367,-124.1261367,31.99060919
2304,243-036,"""Cox Rock Mainland""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Adjacent to and extending north and south from Cox Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.11130157,-124.1252888,0
2305,243-034,"""Unnamed Colony""",Colony,Lane County,Oregon,United States,Central Oregon,,Mainland colony.  Includes a small section of cliffs south of Horse Creek.,California Current,,44.11804836,-124.1253391,0
2306,243-034C,"""Sea Lion Caves Complex""",Colony Complex,Lane County,Oregon,United States,Central Oregon,,COMPLEX includes 243-033 and 243-034.,California Current,,44.11899,-124.12466,81.35748499
2307,243-033,"""Sea Lion Caves Headlands""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Bluffs and cliffs from beach beginning at south end of Cape Cove and extending south to Horse Creek.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.12371204,-124.1275481,0
2308,243-032,"""Unnamed Colony""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Spire-like projection at end of basalt peninsula.  Connected to mainland during most tides.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.12587208,-124.1266887,4.28556858
2309,243-031,Devils Elbow,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Includes cliffs and bluffs between Cape Creek and Cape Cove.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.13252462,-124.1248916,0
2310,243-030,"""Parrot Rock""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,"75' high rock with soil on eastern slope.  Immediately south of ""Blast Rock.""",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.13532279,-124.1285457,113.4232201
2311,243-029,"""Blast Rock""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,"80' high, sparsely-vegetated rock joined to mainland at low tide.  Due south of lighthouse.  North side with grass and cow parsnip.  South side with salal, small Sitka spruce.  Intertidal altered in 1988 to restrict access.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.1359807,-124.1282789,56.12935453
2312,243-026C,"""Heceta Head Complex""",Colony Complex,Lane County,Oregon,United States,Central Oregon,USFWS,COMPLEX includes 243-025.3 through 243-030.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.136289,-124.129446,76.70385115
2313,243-028.1,"""Heceta Head South""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Extends from Conical Rock to beach at Devils Elbow State Park.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.13651896,-124.1280337,0
2314,243-028,Conical Rock,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,125' high rock joined to mainland just north of lighthouse; some grass on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.1383625,-124.1290318,21.80235952
2315,243-027,Heceta Head,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Includes cliffs and bluffs between 243-025.3 and Conical Rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.13938976,-124.1271443,0
2316,243-026,"""Unnamed Colony""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,25' high sloping rock at border between 243-025.3 and 243-027.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.14089499,-124.1269975,37.39366483
2317,243-025.3,"""Heceta Head North""",Colony,Lane County,Oregon,United States,Central Oregon,,Mainland colony.  Extends from beach to northern limit of 243-027.,California Current,,44.14198717,-124.1258097,0
2321,243-025.2,"""Unnamed Colony""",Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Sandy bluffs from Stonefield Beach State Wayside to northern border of Squaw Creek State Wayside.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.21988521,-124.1142198,0
2322,243-025.1,Gwynn Knoll,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Bluffs around northern cove on Gwynn Knoll.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.24665131,-124.1152465,0
2323,243-025.5,Strawberry Hill,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Rock north of Strawberry Hill beach access.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.25706721,-124.1120597,87.98296888
2324,243-025.4,Captain Cook Point,Colony,Lane County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Rock shelf area.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.27473119,-124.1138955,0
2325,243-025,Cape Perpetua,Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Includes tip of Cape Perpetua below and above Highway 101.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.28668914,-124.1154262,0
2326,243-024.5,"""Cleft-In-The-Rock""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Flat basalt rock separated from mainland by channel.  Small grassy knob on rock.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.29271665,-124.1133225,54.82172782
2328,243-024.6,Big Stump Beach,Colony,Lincoln County,Oregon,United States,Central Oregon,,Mainland colony.  Includes small section of sandy bluff.,California Current,,44.40171101,-124.0875299,0
2329,243-024.7,William P. Ready State Wayside,Colony,Lincoln,Oregon,United States,Central Oregon,,,California Current,,44.42160268,-124.0737041,314.5130114
2332,243-024.4,"""Alsea Bay Bridge""",Colony,Lincoln County,Oregon,United States,Central Oregon,State,"Includes old bridge, demolished in 1991, and new bridge constructed 1991/92.",California Current,,44.43168895,-124.0707331,1102.323548
2333,243-024.8,Alsea Bay DCCO/GBHE Colony,Colony,Lincoln County,Oregon,United States,Central Oregon,,Trees near North Bayview Road of Alsea Bay at milepost 0.6.,California Current,,44.4398963,-124.06381,1624.868072
2336,243-024.3,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,,Mainland colony.  Includes sandy bluffs from Buckley Creek to northern Bayshore beach access.,California Current,,44.45490527,-124.0830623,0
2338,243-024.2,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,,Mainland colony.  Includes sandy bluffs from Squaw Creek to Buckley Creek.,California Current,,44.47246913,-124.0830828,0
2339,243-024.1,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,"Mainland colony.  Includes large rock accessible at low tide at tip of headland labeled ""Smith"" on 7.5 quad.  Includes bluffs from headland south to Squaw Creek.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.48445895,-124.0842687,0
2340,243-024,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,"Cluster of rocks at Seal Rocks.  Birds nesting on outermost rock, 25' high.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.4911724,-124.0860081,99.68801925
2341,243-023,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,Cluster of rocks at Seal Rocks.  Birds nesting on landward rocks.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.49312034,-124.0864214,168.4905584
2342,243-022C,"""Seal Rocks Complex""",Colony Complex,Lincoln County,Oregon,United States,Central Oregon,USFWS,COMPLEX includes 243-022 through 243-024.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.49333333,-124.0858333,129.4299936
2343,243-022.1,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,,Mainland colony.  Sandstone bluffs below highway between 243-022 and 243-024 south of Seal Rock State Wayside.,California Current,,44.4934095,-124.0844704,0
2344,243-022,"""Elephant Rock""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,Large rock and adjacent mainland area just south of Seal Rock State Wayside.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.49592344,-124.085175,2.710437484
2345,243-021.7,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,Tall rock with some vegetation on top.  North of Seal Rock State Wayside.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.50023705,-124.0844437,93.77515424
2346,243-021.6,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,,Mainland colony.  Sandy bluffs beginning south of Beaver Creek mouth and extending to Seal Rock State Wayside.,California Current,,44.50807465,-124.081012,0
2349,243-021.5,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,State,Mainland colony.  Sandy bluffs from Thiel Creek to Lost Creek,California Current,,44.55459795,-124.0725128,0
2350,243-021.4,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,,Mainland colony.  Sandy bluffs from Henderson Creek to Thiel Creek.,California Current,,44.57688399,-124.0693446,0
2351,243-021.8,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,,Mainland colony.  Colony in conifer trees on south bank of Yaquina River slightly upstream of Weiser Point.,California Current,,44.59250816,-124.0205845,0
2355,243-021.1,"""Yaquina Bay Bridge""",Colony,Lincoln County,Oregon,United States,Central Oregon,State,Includes Highway 101 bridge over Yaquina River and adjacent navigation aids and structures.,California Current,,44.62228478,-124.0561181,923.0598787
2356,243-021.3,"""Hatfield Marine Science Center""",Colony,Lincoln,Oregon,United States,Central Oregon,State,"Includes all docks, structures and navigation aids adjacent to the Hatfield Marine Science Center and the former Oregon Aqua Foods facility.",California Current,,44.62586767,-124.0461261,0
2357,243-021.2,"""Newport Bay Front""",Colony,Lincoln,Oregon,United States,Central Oregon,,"Includes all buildings, structures and navigation aids from the U.S. Coast Guard station to the Port of Newport Shipping Terminal out to the navigation channel.",California Current,,44.63015234,-124.0439082,1761.73251
2361,243-021,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Rocky cliffs and bluffs along the south face of Yaquina Head from near 243-020 eastward to the beach.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67289034,-124.070926,0
2362,243-020,"""Unnamed Colony""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,"Yaquina Head - Two large rocks, ""east"" and ""west,"" located at the east end of cobble beach.  Accessible at low tide.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.6732277,-124.0767931,74.11816786
2363,243-019,"""Seal Rock""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,"Yaquina Head - Large, flat (15' high) unvegetated rock.  Harbor seal haulout site.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67399105,-124.0787984,142.6995984
2364,243-011C,"""Yaquina Head Complex""",Colony Complex,Lincoln County,Oregon,United States,Central Oregon,USFWS,Yaquina Head - COMPLEX includes 243-011 through 243-021.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.675226,-124.076403,78.47663874
2365,243-018,"""Lion's Head Rock""",Colony,Lincoln,Oregon,United States,Central Oregon,USFWS,"Yaquina Head - Large rock with vertical sides inside ""north cove"" area; west of beach stairs.  Grassy top.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67541051,-124.078784,58.63601302
2366,243-016.1,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,"Mainland colony.  Includes south-facing cliffs and bluffs in ""north cove"" area of Yaquina Head.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67598395,-124.0786326,0
2367,243-017,"""Flat Top Rock""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Large rock at south west tip of Yaquina Head.  Thin covering of soil.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67620125,-124.0805486,13.62571394
2368,243-016,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,"Mainland colony.  Includes most of the western tip of Yaquina Head, extending from 243-011 to 243-016.1.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67678846,-124.0801327,0
2369,243-011,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliff face on north side of Yaquina Head extending from the beach west to Trespass Cove entrance.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67719171,-124.0759788,0
2370,243-013,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Rock on north side of Yaquina Head; attached to headland at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67729446,-124.0779828,23.98717016
2371,243-014,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Yaquina Head - Rock on NW point of headland; attached to headland at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67755991,-124.0790458,7.751040741
2372,243-015,"""Colony Rock""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Largest rock at west tip of Yaquina Head.  Includes large rock and smaller adjoining rock to the east (243-015A).,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67762855,-124.0802853,59.90826433
2373,243-012,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Yaquina Head - Small nearshore rock north of 243-011; accessible at low tide.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.67769746,-124.0752118,80.8011831
2374,243-010.2,Otter Rock,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Large unvegetated rock west of Beverly Beach State Park.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.73267508,-124.0703303,919.0695961
2375,243-010.1,Devils Punch Bowl,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliffs along Devils Punchbowl Headland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.74583455,-124.0656416,0
2376,243-010,Gull Rock,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Largest rock west of Otter Crest.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.75183767,-124.0748583,734.0256822
2377,243-009.1,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliffs and bluffs from Otter Crest Inn beach access north to 243-009.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.75322118,-124.0644783,0
2378,243-009,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Small area disconnected from mainland.  Salal and one conifer on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.75621334,-124.0646904,6.4999453
2379,243-007,Otter Crest Headland,Colony,Lincoln County,Oregon,United States,Central Oregon,,Mainland colony.  Steep basalt cliff face extending for more than 0.5 mile along Otter Crest Headlands.  Was 243-008 in 1979 draft catalog.,California Current,,44.76286926,-124.0662961,0
2380,243-008,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Single rock along Otter Crest Headlands.  Was 243-007 in 1979 draft catalog.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.76499914,-124.0698076,124.7745606
2381,243-006,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,,"Mainland colony.  Cliff face on Cape Foulweather below word ""quarry"" on 7.5 quad.",California Current,,44.76820909,-124.0709879,0
2382,243-005.5,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliff face on Cape Foulweather SE of colony 243-005.  Birds nesting on mainland cliff area next to subdivision.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.774668,-124.074535,0
2383,243-005,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Single rock north of Cape Foulweather and south of Rocky Creek.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.77549661,-124.0757041,80.70850925
2384,243-004,"""Rocky Creek Cove""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliff face along south side of cove.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.7774495,-124.0725941,0
2385,243-003.2,Rocky Creek Headland,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Headland at Rocky Creek State Wayside,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.785,-124.0744,30.81505748
2386,243-003.1,Whale Cove,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliffs and bluffs within Whale Cove.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.78846068,-124.0675376,0
2387,243-003,"""Whale Cove Rocks"" (South)",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Southernmost rock just north of Whale Cove entrance.  Thick salal on top.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.79000499,-124.0727678,54.51964941
2388,243-002,"""Whale Cove Rocks"" (North)",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,40' high rock with grass and salal growing on leeward side.  Northernmost of two rocks north of Whale Cove entrance.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.79079098,-124.0725017,33.62637634
2389,243-001.1,"""Depoe Bay South""",Colony,Lincoln County,Oregon,United States,Central Oregon,,Mainland colony.  Cliffs at south end of Depoe Bay.,California Current,,44.80308184,-124.0656022,0
2390,243-001,"""Depoe Bay Bridge""",Colony,Lincoln County,Oregon,United States,Central Oregon,,Highway 101 bridge at entrance to Depoe Bay harbor.,California Current,,44.80982445,-124.0620079,67.76373394
2391,243-000.5,"""Depoe Bay North""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliffs and rocks at north end of bay.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.81542377,-124.0642862,0
2392,243-000.4,Pirate Cove,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  Cliff faces within Pirate Cove.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.81855551,-124.0650247,0
2394,243-000.3,"""Pirate Cove Rock""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Rock at north entrance to Pirate Cove; separated from mainland by surge channel.  Herbaceous eastern slope.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.81962702,-124.0669308,57.57475845
2395,243-000.2,"""Thunder Shores""",Colony,Lincoln County,Oregon,United States,Central Oregon,,Mainland colony.  Basalt cliffs south of Government Point.,California Current,,44.82539924,-124.0679375,0
2396,243-000.1,Boiler Bay,Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,"Mainland colony.  Cliff faces of Boiler Bay, from Government Point north to mouth of small stream.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.82972468,-124.0591122,0
2397,243-000.6,"""Fogarty Creek South""",Colony,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland colony.  North-facing cliff face on headland south of Fogarty Creek mouth.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.83795435,-124.0552068,0
2403,219-081.1,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Southernmost point of Roads End headland, adjacent to beach.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.025669,-124.0124652,0
2404,219-080,"""Unnamed Colony""",Colony,Lincoln County,Oregon,United States,Northern Oregon,USFWS,Large single rock offshore of Roads End headland.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.02700994,-124.0204626,624.1950356
