ID,USFWSGroupedColonyCode,USFWSColonyCode,CCN,ColonyName,SubColonyName,FullColonyName,County,ColonyType,LocationComments,Longitude,Latitude,Island,Jurisdiction,SubRegion
1093,454-016,454-016-04,MO-360-13,Anderson Canyon Rocks,4,Anderson Canyon Rocks-4,Monterey,Subcolony,,-121.66569100000,36.15070800000,,,South Central California
1094,454-016,454-016-05,MO-360-13,Anderson Canyon Rocks,5,Anderson Canyon Rocks-5,Monterey,Subcolony,,-121.66677400000,36.14970500000,,,South Central California
1095,454-016,454-016-06,MO-360-13,Anderson Canyon Rocks,6,Anderson Canyon Rocks-6,Monterey,Subcolony,,-121.66381700000,36.14825299990,,,South Central California
1096,454-016,454-016-07,MO-360-13,Anderson Canyon Rocks,7,Anderson Canyon Rocks-7,Monterey,Subcolony,,-121.66289400000,36.14830600000,,,South Central California
1097,454-016,454-016-08,MO-360-13,Anderson Canyon Rocks,8,Anderson Canyon Rocks-8,Monterey,Subcolony,,-121.66091400000,36.14627399990,,BLM,South Central California
1098,454-016,454-016-99,MO-360-13,Anderson Canyon Rocks,99,Anderson Canyon Rocks Centroid,Monterey,"Colony, centroid of subcolonies",,-121.66817300000,36.15107799990,,,South Central California
1099,454-017,454-017-01,MO-360-14,Burns Creek Rocks,1,Burns Creek Rocks-1,Monterey,Subcolony,,-121.65916600000,36.14383400000,,BLM,South Central California
1100,454-017,454-017-02,MO-360-14,Burns Creek Rocks,2,Burns Creek Rocks-2,Monterey,Subcolony,,-121.65787300000,36.14174899990,,BLM,South Central California
1101,454-017,454-017-99,MO-360-14,Burns Creek Rocks,99,Burns Creek Rocks Centroid,Monterey,"Colony, centroid of subcolonies",,-121.65929800000,36.14304300030,,,South Central California
1102,454-018,454-018-00,MO-360-16,Dolan Rock,0,Dolan Rock,Monterey,"Colony, no subcolonies",,-121.61832400000,36.08504500010,,BLM,South Central California
1103,454-019,454-019-00,MO-360-18,Square Black Rock,0,Square Black Rock,Monterey,"Colony, no subcolonies",,-121.61073900000,36.07257300020,,BLM,South Central California
1104,454-020,454-020-00,MO-360-21,Lopez Rock,0,Lopez Rock,Monterey,"Colony, no subcolonies",,-121.58036300000,36.02632099990,,BLM,South Central California
1105,454-022,454-022-01,,Pescadero Rocks,1,Pescadero Rocks-1,Monterey,Subcolony,,-121.94390900000,36.56223100010,,,North Central California
1106,454-022,454-022-02,,Pescadero Rocks,2,Pescadero Rocks-2,Monterey,Subcolony,,-121.94485100000,36.56180300030,,,North Central California
1107,454-022,454-022-99,,Pescadero Rocks,99,Pescadero Rocks Centroid,Monterey,"Colony, centroid of subcolonies",,-121.94433700000,36.56197400010,,,North Central California
1108,454-023,454-023-01,MO-362-06,Guillemot Island Area,1,Guillemot Island Area-1,Monterey,Subcolony,,-121.93539900000,36.52305599990,,,North Central California
1109,454-023,454-023-02,MO-362-06,Guillemot Island Area,2,Guillemot Island Area-2,Monterey,Subcolony,,-121.93777800000,36.52251899980,,,North Central California
1110,454-023,454-023-03,MO-362-06,Guillemot Island Area,3,Guillemot Island Area-3,Monterey,Subcolony,,-121.94020900000,36.51955099980,,,North Central California
1111,454-023,454-023-04,MO-362-06,Guillemot Island Area,4,Guillemot Island Area-4,Monterey,Subcolony,,-121.94215300000,36.52136800030,,,North Central California
1112,454-023,454-023-05,MO-362-06,Guillemot Island Area,5,Guillemot Island Area-5,Monterey,Subcolony,,-121.94466100000,36.52231399970,,,North Central California
1981,454-023,454-023-06,MO-362-06,Guillemot Island Area,6,Guillemot Island Area-6,Monterey,Subcolony,,-121.94085087300,36.52318374400,,,North Central California
1113,454-023,454-023-99,MO-362-06,Guillemot Island Area,99,Guillemot Island Area Centroid,Monterey,"Colony, centroid of subcolonies",,-121.93898100000,36.52085600030,,,North Central California
1114,454-024,454-024-00,MO-362-11,Yankee Point,0,Yankee Point,Monterey,"Colony, no subcolonies",,-121.94512100000,36.49018800020,,,North Central California
1115,454-025,454-025-00,,Lobos Rocks,0,Lobos Rocks,Monterey,"Colony, no subcolonies",,-121.93678700000,36.45550700020,,,North Central California
1116,454-026,454-026-01,,Soberanes Creek Rocks,1,Soberanes Creek Rocks-1,Monterey,Subcolony,,-121.92802100000,36.46117600020,,BLM,North Central California
1117,454-026,454-026-02,,Soberanes Creek Rocks,2,Soberanes Creek Rocks-2,Monterey,Subcolony,,-121.92670500000,36.45833700020,,BLM,North Central California
1118,454-026,454-026-03,,Soberanes Creek Rocks,3,Soberanes Creek Rocks-3,Monterey,Subcolony,,-121.92745400000,36.45616999970,,BLM,North Central California
1119,454-026,454-026-04,,Soberanes Creek Rocks,4,Soberanes Creek Rocks-4,Monterey,Subcolony,,-121.92642100000,36.45374400010,,,North Central California
1120,454-026,454-026-05,,Soberanes Creek Rocks,5,Soberanes Creek Rocks-5,Monterey,Subcolony,,-121.93091100000,36.45325399980,,,North Central California
1121,454-026,454-026-99,,Soberanes Creek Rocks,99,Soberanes Creek Rocks Centroid,Monterey,"Colony, centroid of subcolonies",,-121.92816334800,36.45707786130,,,North Central California
1122,454-027,454-027-01,MO-362-15,Soberanes Point South,1,Soberanes Point South-1,Monterey,Subcolony,,-121.92655100000,36.44564299990,,,North Central California
1123,454-027,454-027-02,MO-362-15,Soberanes Point South,2,Soberanes Point South-2,Monterey,Subcolony,,-121.92631700000,36.44447199990,,BLM,North Central California
1124,454-027,454-027-99,MO-362-15,Soberanes Point South,99,Soberanes Point South Centroid,Monterey,"Colony, centroid of subcolonies",,-121.92335200000,36.43740200010,,,North Central California
1125,454-028,454-028-01,MO-362-17,Rocky Point (MO),1,Rocky Point (MO)-1,Monterey,Subcolony,,-121.91429100000,36.40524599990,,BLM,North Central California
1126,454-028,454-028-02,MO-362-17,Rocky Point (MO),2,Rocky Point (MO)-2,Monterey,Subcolony,,-121.91444200000,36.40436800010,,,North Central California
1127,454-028,454-028-03,MO-362-17,Rocky Point (MO),3,Rocky Point (MO)-3,Monterey,Subcolony,,-121.91314100000,36.40140400000,,BLM,North Central California
1128,454-028,454-028-04,MO-362-17,Rocky Point (MO),4,Rocky Point (MO)-4,Monterey,Subcolony,,-121.91462400000,36.40267399980,,BLM,North Central California
1129,454-028,454-028-99,MO-362-17,Rocky Point (MO),99,Rocky Point (MO) Centroid,Monterey,"Colony, centroid of subcolonies",,-121.91359500000,36.39983099970,,,North Central California
1130,454-029,454-029-01,MO-362-18,Bench Mark 227X,1,Bench Mark 227X-1,Monterey,Subcolony,,-121.90547300000,36.38996500020,,,North Central California
1131,454-029,454-029-02,MO-362-18,Bench Mark 227X,2,Bench Mark 227X-2,Monterey,Subcolony,,-121.90488800000,36.38930699990,,BLM,North Central California
1132,454-029,454-029-03,MO-362-18,Bench Mark 227X,3,Bench Mark 227X-3,Monterey,Subcolony,,-121.90391400000,36.38804099990,,,North Central California
1133,454-029,454-029-04,MO-362-18,Bench Mark 227X,4,Bench Mark 227X-4,Monterey,Subcolony,,-121.90284200000,36.38570299980,,BLM,North Central California
1134,454-029,454-029-99,MO-362-18,Bench Mark 227X,99,Bench Mark 227X Centroid,Monterey,"Colony, centroid of subcolonies",,-121.90501000000,36.38818699990,,,North Central California
1135,454-030,454-030-00,,Molera Rock,0,Molera Rock,Monterey,"Colony, no subcolonies",,-121.86012600000,36.27933599980,,,South Central California
1136,454-031,454-031-01,MO-360-03,Cooper Point and Islands,1,Cooper Point and Islands-1,Monterey,Subcolony,,-121.83784000000,36.24928700000,,,South Central California
1137,454-031,454-031-02,MO-360-03,Cooper Point and Islands,2,Cooper Point and Islands-2,Monterey,Subcolony,,-121.83390200000,36.24654700000,,BLM,South Central California
1138,454-031,454-031-99,MO-360-03,Cooper Point and Islands,99,Cooper Point and Islands Centroid,Monterey,"Colony, centroid of subcolonies",,-121.83674400000,36.24784900000,,,South Central California
1139,454-032,454-032-00,MO-360-04,Pfieffer Point,0,Pfieffer Point,Monterey,"Colony, no subcolonies",,-121.81201900000,36.23382200030,,,South Central California
1140,454-033,454-033-00,MO-360-06,Grimes Point,0,Grimes Point,Monterey,"Colony, no subcolonies",,-121.73910900000,36.20474400000,,,South Central California
1141,454-034,454-034-01,MO-360-07,Lafler Rock and Mainland,1,Lafler Rock and Mainland-1,Monterey,Subcolony,,-121.72764600000,36.19863800010,,BLM,South Central California
1142,454-034,454-034-02,MO-360-07,Lafler Rock and Mainland,2,Lafler Rock and Mainland-2,Monterey,Subcolony,,-121.72672300000,36.19919200030,,,South Central California
1143,454-034,454-034-03,MO-360-07,Lafler Rock and Mainland,3,Lafler Rock and Mainland-3,Monterey,Subcolony,,-121.72598400000,36.19869300030,,,South Central California
1144,454-034,454-034-04,MO-360-07,Lafler Rock and Mainland,4,Lafler Rock and Mainland-4,Monterey,Subcolony,,-121.72943500000,36.19999100030,,,South Central California
1145,454-034,454-034-99,MO-360-07,Lafler Rock and Mainland,99,Lafler Rock and Mainland Centroid,Monterey,"Colony, centroid of subcolonies",,-121.72764600000,36.19815700000,,,South Central California
1146,454-035,454-035-01,MO-360-12,Partington Ridge South,1,Partington Ridge South-1,Monterey,Subcolony,,-121.67523600000,36.16025599990,,,South Central California
1147,454-035,454-035-02,MO-360-12,Partington Ridge South,2,Partington Ridge South-2,Monterey,Subcolony,,-121.67363100000,36.15884199990,,,South Central California
1148,454-035,454-035-03,MO-360-12,Partington Ridge South,3,Partington Ridge South-3,Monterey,Subcolony,,-121.67204700000,36.15618099970,,,South Central California
1149,454-035,454-035-99,MO-360-12,Partington Ridge South,99,Partington Ridge South Centroid,Monterey,"Colony, centroid of subcolonies",,-121.67567900000,36.15886299990,,,South Central California
1150,454-036,454-036-00,,Bench Mark 247,0,Bench Mark 247,Monterey,"Colony, no subcolonies",,-121.58056500000,36.03639600020,,,South Central California
1151,454-037,454-037-01,MO-360-23,Rockland Landing North,1,Rockland Landing North-1,Monterey,Subcolony,,-121.54292300000,36.01589500000,,,South Central California
1152,454-037,454-037-02,MO-360-23,Rockland Landing North,2,Rockland Landing North-2,Monterey,Subcolony,,-121.54031200000,36.01534100030,,,South Central California
1153,454-037,454-037-03,MO-360-23,Rockland Landing North,3,Rockland Landing North-3,Monterey,Subcolony,,-121.53445700000,36.01482699990,,,South Central California
1154,454-037,454-037-99,MO-360-23,Rockland Landing North,99,Rockland Landing North Centroid,Monterey,"Colony, centroid of subcolonies",,-121.54019400000,36.01367999960,,,South Central California
1155,454-038,454-038-01,,Davenport to Sand Hill Bluff,1,Davenport to Sand Hill Bluff-1,Santa Cruz,Subcolony,,-122.19235100000,37.00645600000,,,North Central California
1156,454-038,454-038-02,,Davenport to Sand Hill Bluff,2,Davenport to Sand Hill Bluff-2,Santa Cruz,Subcolony,,-122.18988900000,37.00451199980,,,North Central California
1157,454-038,454-038-03,,Davenport to Sand Hill Bluff,3,Davenport to Sand Hill Bluff-3,Santa Cruz,Subcolony,,-122.18064800000,36.99708399960,,,North Central California
1158,454-038,454-038-04,,Davenport to Sand Hill Bluff,4,Davenport to Sand Hill Bluff-4,Santa Cruz,Subcolony,,-122.17451500000,36.99406100020,,,North Central California
1159,454-038,454-038-05,,Davenport to Sand Hill Bluff,5,Davenport to Sand Hill Bluff-5,Santa Cruz,Subcolony,,-122.16687100000,36.98775599970,,,North Central California
1160,454-038,454-038-99,,Davenport to Sand Hill Bluff,99,Davenport to Sand Hill Bluff Centroid,Santa Cruz,"Colony, centroid of subcolonies",,-122.17362200000,36.99196400020,,,North Central California
1161,454-039,454-039-01,,Sand Hill Bluff to Needle Rock Point,1,Sand Hill Bluff to Needle Rock Point-1,Santa Cruz,Subcolony,,-122.15020600000,36.97631399960,,,North Central California
1162,454-039,454-039-02,,Sand Hill Bluff to Needle Rock Point,2,Sand Hill Bluff to Needle Rock Point-2,Santa Cruz,Subcolony,,-122.14416100000,36.97656000030,,,North Central California
1163,454-039,454-039-03,,Sand Hill Bluff to Needle Rock Point,3,Sand Hill Bluff to Needle Rock Point-3,Santa Cruz,Subcolony,,-122.13515600000,36.96721600020,,,North Central California
1164,454-039,454-039-04,,Sand Hill Bluff to Needle Rock Point,4,Sand Hill Bluff to Needle Rock Point-4,Santa Cruz,Subcolony,,-122.12972800000,36.96567399980,,,North Central California
1165,454-039,454-039-05,,Sand Hill Bluff to Needle Rock Point,5,Sand Hill Bluff to Needle Rock Point-5,Santa Cruz,Subcolony,,-122.11683600000,36.96160300030,,,North Central California
1166,454-039,454-039-06,,Sand Hill Bluff to Needle Rock Point,6,Sand Hill Bluff to Needle Rock Point-6,Santa Cruz,Subcolony,,-122.10881700000,36.95703799990,,,North Central California
1167,454-039,454-039-99,,Sand Hill Bluff to Needle Rock Point,99,Sand Hill Bluff to Needle Rock Point Centroid,Santa Cruz,"Colony, centroid of subcolonies",,-122.13053000000,36.96484100010,,,North Central California
1168,454-040,454-040-01,,Needle Rock Point to Terrace Point,1,Needle Rock Point to Terrace Point-1,Santa Cruz,Subcolony,,-122.08472100000,36.95203599970,,,North Central California
1169,454-040,454-040-02,,Needle Rock Point to Terrace Point,2,Needle Rock Point to Terrace Point-2,Santa Cruz,Subcolony,,-122.08918900000,36.95195000000,,,North Central California
1170,454-040,454-040-03,,Needle Rock Point to Terrace Point,3,Needle Rock Point to Terrace Point-3,Santa Cruz,Subcolony,,-122.07432300000,36.94941500000,,,North Central California
1171,454-040,454-040-04,,Needle Rock Point to Terrace Point,4,Needle Rock Point to Terrace Point-4,Santa Cruz,Subcolony,,-122.06852200000,36.94864099990,,,North Central California
1172,454-040,454-040-05,,Needle Rock Point to Terrace Point,5,Needle Rock Point to Terrace Point-5,Santa Cruz,Subcolony,,-122.07561200000,36.94769600010,,,North Central California
1173,454-040,454-040-99,,Needle Rock Point to Terrace Point,99,Needle Rock Point to Terrace Point Centroid,Santa Cruz,"Colony, centroid of subcolonies",,-122.08710000000,36.94685299980,,,North Central California
1174,454-041,454-041-01,SC-364-04,Terrace Point to Santa Cruz,1,Terrace Point to Santa Cruz-1,Santa Cruz,Subcolony,,-122.05765700000,36.94871099970,,,North Central California
1175,454-041,454-041-02,SC-364-04,Terrace Point to Santa Cruz,2,Terrace Point to Santa Cruz-2,Santa Cruz,Subcolony,,-122.05605300000,36.94894600010,,,North Central California
1176,454-041,454-041-03,SC-364-04,Terrace Point to Santa Cruz,3,Terrace Point to Santa Cruz-3,Santa Cruz,Subcolony,,-122.05059600000,36.94928000020,,,North Central California
1177,454-041,454-041-04,SC-364-04,Terrace Point to Santa Cruz,4,Terrace Point to Santa Cruz-4,Santa Cruz,Subcolony,,-122.03148797500,36.95139127580,,,North Central California
1178,454-041,454-041-05,SC-364-04,Terrace Point to Santa Cruz,5,Terrace Point to Santa Cruz-5,Santa Cruz,Subcolony,,-122.02643300000,36.95085600030,,,North Central California
1179,454-041,454-041-06,SC-364-04,Terrace Point to Santa Cruz,6,Terrace Point to Santa Cruz-6,Santa Cruz,Subcolony,,-122.02528100000,36.95722300000,,,North Central California
1180,454-041,454-041-07,SC-364-04,Terrace Point to Santa Cruz,7,Terrace Point to Santa Cruz-7,Santa Cruz,Subcolony,,-122.02364400000,36.95507000020,,,North Central California
1982,454-041,454-041-08,SC-364-04,Terrace Point to Santa Cruz,8,Terrace Point to Santa Cruz-8,Santa Cruz,Subcolony,,-122.03375148700,36.95129597080,,,North Central California
1181,454-041,454-041-99,SC-364-04,Terrace Point to Santa Cruz,99,Terrace Point to Santa Cruz Centroid,Santa Cruz,"Colony, centroid of subcolonies",,-122.03994600000,36.95152299970,,,North Central California
1182,454-042,454-042-01,MO-364-04,Moss Landing Harbor,1,Moss Landing Harbor-1,Monterey,Subcolony,,-121.79123000000,36.80669900020,,,North Central California
1183,454-042,454-042-02,MO-364-04,Moss Landing Harbor,2,Moss Landing Harbor-2,Monterey,Subcolony,,-121.78670400000,36.80959399970,,,North Central California
1184,454-042,454-042-03,MO-364-04,Moss Landing Harbor,3,Moss Landing Harbor-3,Monterey,Subcolony,,-121.78368000000,36.81088599970,,,North Central California
1185,454-042,454-042-04,MO-364-04,Moss Landing Harbor,4,Moss Landing Harbor-4,Monterey,Subcolony,,-121.78487700000,36.80874400020,,,North Central California
1186,454-042,454-042-05,MO-364-04,Moss Landing Harbor,5,Moss Landing Harbor-5,Monterey,Subcolony,,-121.78604200000,36.80824000020,,,North Central California
1187,454-042,454-042-06,MO-364-04,Moss Landing Harbor,6,Moss Landing Harbor-6,Monterey,Subcolony,,-121.78490800000,36.80757900020,,,North Central California
1188,454-042,454-042-07,MO-364-04,Moss Landing Harbor,7,Moss Landing Harbor-7,Monterey,Subcolony,,-121.78698700000,36.80590899980,,,North Central California
1189,454-042,454-042-99,MO-364-04,Moss Landing Harbor,99,Moss Landing Harbor Centroid,Monterey,"Colony, centroid of subcolonies",,-121.78723776700,36.80780887120,,,North Central California
1190,454-043,454-043-01,MO-362-01,Monterey Harbor,1,Monterey Harbor-1,Monterey,Subcolony,,-121.89213400000,36.60522200000,,,North Central California
1191,454-043,454-043-02,MO-362-01,Monterey Harbor,2,Monterey Harbor-2,Monterey,Subcolony,,-121.89408100000,36.60576500000,,,North Central California
1192,454-043,454-043-03,MO-362-01,Monterey Harbor,3,Monterey Harbor-3,Monterey,Subcolony,,-121.89187700000,36.60728299980,,,North Central California
1193,454-043,454-043-04,MO-362-01,Monterey Harbor,4,Monterey Harbor-4,Monterey,Subcolony,,-121.88961500000,36.60839900030,,,North Central California
1194,454-043,454-043-99,MO-362-01,Monterey Harbor,99,Monterey Harbor Centroid,Monterey,"Colony, centroid of subcolonies",,-121.89108788300,36.60680106330,,,North Central California
1195,454-044,454-044-01,MO-362-02,Cannery Row,1,Cannery Row-1,Monterey,Subcolony,"counts from 5,6 and bldg se of 6",-121.89681864200,36.61177371370,,,North Central California
2004,454-044,454-044-02,MO-362-02,Cannery Row,2,Cannery Row-2,Monterey,Subcolony,,-121.89756228300,36.61271881990,,,North Central California
1998,454-044,454-044-03,MO-362-02,Cannery Row,3,Cannery Row-3,Monterey,Subcolony,,-121.89774893400,36.61214109090,,,North Central California
1999,454-044,454-044-04,MO-362-02,Cannery Row,4,Cannery Row-4,Monterey,Subcolony,,-121.89816371400,36.61188037190,,,North Central California
2000,454-044,454-044-05,MO-362-02,Cannery Row,5,Cannery Row-5,Monterey,Subcolony,,-121.89724823500,36.61172334810,,,North Central California
2001,454-044,454-044-06,MO-362-02,Cannery Row,6,Cannery Row-6,Monterey,Subcolony,,-121.89696381400,36.61163446710,,,North Central California
2002,454-044,454-044-07,MO-362-02,Cannery Row,7,Cannery Row-7,Monterey,Subcolony,,-121.89663199000,36.61135300890,,,North Central California
2003,454-044,454-044-08,MO-362-02,Cannery Row,8,Cannery Row-8,Monterey,Subcolony,,-121.89748228900,36.61110710390,,,North Central California
1196,454-044,454-044-09,MO-362-02,Cannery Row,9,Cannery Row-9,Monterey,Subcolony,,-121.89799056500,36.61444153210,,,North Central California
1197,454-044,454-044-10,MO-362-02,Cannery Row,10,Cannery Row-10,Monterey,Subcolony,,-121.90062294500,36.61729556030,,,North Central California
2005,454-044,454-044-11,MO-362-02,Cannery Row,11,Cannery Row-11,Monterey,Subcolony,,-121.90010698700,36.61680274200,,,North Central California
2006,454-044,454-044-12,MO-362-02,Cannery Row,12,Cannery Row-12,Monterey,Subcolony,,-121.90034297000,36.61705906780,,,North Central California
2007,454-044,454-044-13,MO-362-02,Cannery Row,13,Cannery Row-13,Monterey,Subcolony,,-121.90107249700,36.61813949260,,,North Central California
1198,454-044,454-044-14,MO-362-02,Cannery Row,14,Cannery Row-14,Monterey,Subcolony,,-121.90120600000,36.61845100020,,,North Central California
1199,454-044,454-044-15,MO-362-02,Cannery Row,15,Cannery Row-15,Monterey,Subcolony,,-121.90137800000,36.61885200000,,,North Central California
1200,454-044,454-044-99,MO-362-02,Cannery Row,99,Cannery Row Centroid,Monterey,"Colony, centroid of subcolonies",,-121.89805700000,36.61558800030,,,North Central California
1201,454-045,454-045-01,,North Carmel Bay,1,North Carmel Bay-1,Monterey,Subcolony,,-121.95717600000,36.56278700020,,,North Central California
1202,454-045,454-045-02,,North Carmel Bay,2,North Carmel Bay-2,Monterey,Subcolony,,-121.95084100000,36.56439300020,,,North Central California
1203,454-045,454-045-03,,North Carmel Bay,3,North Carmel Bay-3,Monterey,Subcolony,,-121.94063100000,36.56267999990,,,North Central California
1204,454-045,454-045-04,,North Carmel Bay,4,North Carmel Bay-4,Monterey,Subcolony,,-121.93827700000,36.56165299990,,,North Central California
1205,454-045,454-045-05,,North Carmel Bay,5,North Carmel Bay-5,Monterey,Subcolony,,-121.93654300000,36.56143899980,,,North Central California
1206,454-045,454-045-99,,North Carmel Bay,99,North Carmel Bay Centroid,Monterey,"Colony, centroid of subcolonies",,-121.94830674700,36.56095149610,,,North Central California
1207,454-046,454-046-01,,Carmel Highlands,1,Carmel Highlands-1,Monterey,Subcolony,,-121.93907800000,36.50282600020,,BLM,North Central California
1208,454-046,454-046-02,,Carmel Highlands,2,Carmel Highlands-2,Monterey,Subcolony,,-121.93938500000,36.50186799970,,,North Central California
1209,454-046,454-046-99,,Carmel Highlands,99,Carmel Highlands Centroid,Monterey,"Colony, centroid of subcolonies",,-121.93981907300,36.50260109610,,,North Central California
1210,454-047,454-047-01,,Yankee Point South,1,Yankee Point South-1,Monterey,Subcolony,,-121.94385800000,36.48768699980,,,North Central California
1211,454-047,454-047-02,,Yankee Point South,2,Yankee Point South-2,Monterey,Subcolony,,-121.94140700000,36.48691299970,,BLM,North Central California
1212,454-047,454-047-03,,Yankee Point South,3,Yankee Point South-3,Monterey,Subcolony,,-121.93885200000,36.48103000010,,,North Central California
1213,454-047,454-047-04,,Yankee Point South,4,Yankee Point South-4,Monterey,Subcolony,,-121.93851700000,36.47870800030,,,North Central California
1214,454-047,454-047-05,,Yankee Point South,5,Yankee Point South-5,Monterey,Subcolony,,-121.93838800000,36.47166299990,,BLM,North Central California
1215,454-047,454-047-99,,Yankee Point South,99,Yankee Point South Centroid,Monterey,"Colony, centroid of subcolonies",,-121.94229698300,36.48000258390,,,North Central California
1216,454-048,454-048-01,,Kasler Point North,1,Kasler Point North-1,Monterey,Subcolony,,-121.91854200000,36.41751199990,,BLM,North Central California
1217,454-048,454-048-02,,Kasler Point North,2,Kasler Point North-2,Monterey,Subcolony,,-121.91690300000,36.41520399990,,BLM,North Central California
1218,454-048,454-048-03,,Kasler Point North,3,Kasler Point North-3,Monterey,Subcolony,,-121.91736500000,36.41141899980,,,North Central California
1219,454-048,454-048-99,,Kasler Point North,99,Kasler Point North Centroid,Monterey,"Colony, centroid of subcolonies",,-121.91863400000,36.41352000030,,,North Central California
1220,454-049,454-049-01,,Wreck Beach South,1,Wreck Beach South-1,Monterey,Subcolony,,-121.79529000000,36.23291300010,,,South Central California
1221,454-049,454-049-02,,Wreck Beach South,2,Wreck Beach South-2,Monterey,Subcolony,,-121.79008900000,36.23033599990,,,South Central California
1222,454-049,454-049-99,,Wreck Beach South,99,Wreck Beach South Centroid,Monterey,"Colony, centroid of subcolonies",,-121.79309200000,36.23109199990,,,South Central California
1223,454-050,454-050-01,,Partington Point,1,Partington Point-1,Monterey,Subcolony,,-121.70367000000,36.18176799970,,,South Central California
1224,454-050,454-050-02,,Partington Point,2,Partington Point-2,Monterey,Subcolony,,-121.69940700000,36.17556000010,,,South Central California
1225,454-050,454-050-99,,Partington Point,99,Partington Point Centroid,Monterey,"Colony, centroid of subcolonies",,-121.70263057600,36.17793744600,,,South Central California
1226,454-051,454-051-01,MO-360-15,Buck Creek,1,Buck Creek-1,Monterey,Subcolony,,-121.64989200000,36.13533199990,,,South Central California
1227,454-051,454-051-02,MO-360-15,Buck Creek,2,Buck Creek-2,Monterey,Subcolony,,-121.65063100000,36.13388000000,,BLM,South Central California
1983,454-051,454-051-03,MO-360-15,Buck Creek,3,Buck Creek-3,Monterey,Subcolony,,-121.64855968600,36.13194306670,,,South Central California
1228,454-051,454-051-99,MO-360-15,Buck Creek,99,Buck Creek Centroid,Monterey,"Colony, centroid of subcolonies",,-121.65032724800,36.13465017200,,,South Central California
1229,454-052,454-052-00,MO-360-17,Bench Mark 223,0,Bench Mark 223,Monterey,"Colony, no subcolonies",,-121.61444300000,36.08152800020,,,South Central California
1230,454-053,454-053-01,MO-360-19,Gamboa Point,1,Gamboa Point-1,Monterey,Subcolony,,-121.59274000000,36.05595700030,,BLM,South Central California
1231,454-053,454-053-02,MO-360-19,Gamboa Point,2,Gamboa Point-2,Monterey,Subcolony,,-121.59147070700,36.04965629520,,,South Central California
1232,454-053,454-053-03,MO-360-19,Gamboa Point,3,Gamboa Point-3,Monterey,Subcolony,,-121.58344200000,36.04136499980,,BLM,South Central California
1233,454-053,454-053-04,MO-360-19,Gamboa Point,4,Gamboa Point-4,Monterey,Subcolony,,-121.58160400000,36.03823599970,,,South Central California
1234,454-053,454-053-99,MO-360-19,Gamboa Point,99,Gamboa Point Centroid,Monterey,"Colony, centroid of subcolonies",,-121.59133500000,36.04633499980,,,South Central California
1235,454-054,454-054-00,,Lopez Point South,0,Lopez Point South,Monterey,"Colony, no subcolonies",,-121.55985800000,36.01978900020,,,South Central California
1236,454-055,454-055-00,,Rockland Landing,0,Rockland Landing,Monterey,"Colony, no subcolonies",,-121.51986500000,36.00711199990,,,South Central California
1237,454-056,454-056-00,,Palm Beach Pajaro River Mouth,0,Palm Beach Pajaro River Mouth,Santa Cruz,"Colony, no subcolonies",,-121.81918400000,36.86696900010,,,North Central California
1238,454-057,454-057-00,,Salinas River Old Mouth,0,Salinas River Old Mouth,Monterey,"Colony, no subcolonies",,-121.79464000000,36.81983699970,,,North Central California
1239,454-058,454-058-00,,Elkhorn Slough Estuarine Reserve,0,Elkhorn Slough Estuarine Reserve,Monterey,"Colony, no subcolonies",,-121.74133600000,36.81885099970,,CDFW,North Central California
1240,454-059,454-059-00,,Moro Cojo Slough,0,Moro Cojo Slough,Monterey,"Colony, no subcolonies",,-121.77801500000,36.79685599980,,,North Central California
1241,454-060,454-060-00,MO-364-06,Salinas River New Mouth,0,Salinas River New Mouth,Monterey,"Colony, no subcolonies",,-121.80148400000,36.74382700000,,USFWS,North Central California
1242,454-061,454-061-00,,Lone Cypress,0,Lone Cypress,Monterey,"Colony, no subcolonies",,-121.96547100000,36.56818699990,,,North Central California
1243,454-062,454-062-00,MO-362-22,Cypress Point,0,Cypress Point,Monterey,"Colony, no subcolonies",,-121.97887600000,36.58098099960,,,North Central California
1244,454-063,454-063-00,SC-364-06,Hopkins Marine Station,0,Hopkins Marine Station,Monterey,"Colony, no subcolonies",,-121.90379800000,36.62180499970,,,North Central California
1245,454-064,454-064-00,,Schwan Lake,0,Schwan Lake,Santa Cruz,"Colony, no subcolonies",,-122.01250000000,36.96399999980,,,North Central California
1246,454-065,454-065-00,,Seacliff Cement Ship Pier,0,Seacliff Cement Ship Pier,Santa Cruz,"Colony, no subcolonies",,-121.91406000000,36.96952000030,,,North Central California
1247,477-001,477-001-01,,Small Rocks Northeast of Plaskett,1,Small Rocks Northeast of Plaskett-1,Monterey,Subcolony,,-121.47336300000,35.92147299980,,BLM,South Central California
1248,477-001,477-001-02,,Small Rocks Northeast of Plaskett,2,Small Rocks Northeast of Plaskett-2,Monterey,Subcolony,,-121.47273000000,35.92106000010,,,South Central California
1249,477-001,477-001-03,,Small Rocks Northeast of Plaskett,3,Small Rocks Northeast of Plaskett-3,Monterey,Subcolony,,-121.47416100000,35.92020700000,,,South Central California
1250,477-001,477-001-99,,Small Rocks Northeast of Plaskett,99,Small Rocks Northeast of Plaskett Centroid,Monterey,"Colony, centroid of subcolonies",,-121.47400909700,35.92145044010,,,South Central California
1251,477-002,477-002-00,MO-354-07,Plaskett Rock,0,Plaskett Rock,Monterey,"Colony, no subcolonies",,-121.47815400000,35.92059300010,,,South Central California
